"","artist_name","artist_id","album_id","album_type","album_images","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","artists","available_markets","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode","artist"
"1","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.885","0.582","7","-2.109","0","0.0504","0.0383","4.37e-06","0.0882","0.774","144.993","4pp7VqgssnQtlLJg7LIrkO","https://api.spotify.com/v1/audio-analysis/4pp7VqgssnQtlLJg7LIrkO","4","list(href = c(""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", ""https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP""), id = c(""5pKCCKE2ajJHZ9KAiaK11H"", ""7tYKF4w9nC0nq9CsPZTHyP""), name = c(""Rihanna"", ""SZA""), type = c(""artist"", ""artist""), uri = c(""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", ""spotify:artist:7tYKF4w9nC0nq9CsPZTHyP""), external_urls.spotify = c(""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"", ""https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP""))","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","161066","TRUE","https://api.spotify.com/v1/tracks/4pp7VqgssnQtlLJg7LIrkO","FALSE","Consideration",NA,"1","track","spotify:track:4pp7VqgssnQtlLJg7LIrkO","https://open.spotify.com/track/4pp7VqgssnQtlLJg7LIrkO","ANTI","G","minor","G minor","Rihanna"
"2","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.394","0.203","4","-11.74","1","0.0293","0.635","0.000182","0.279","0.354","135.073","0430PIZJLy3Oo691nMeUH0","https://api.spotify.com/v1/audio-analysis/0430PIZJLy3Oo691nMeUH0","4","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","72080","TRUE","https://api.spotify.com/v1/tracks/0430PIZJLy3Oo691nMeUH0","FALSE","James Joint",NA,"2","track","spotify:track:0430PIZJLy3Oo691nMeUH0","https://open.spotify.com/track/0430PIZJLy3Oo691nMeUH0","ANTI","E","major","E major","Rihanna"
"3","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.62","0.812","3","-4.786","0","0.0481","0.284","0","0.0641","0.837","94.977","49tG0W4vxwEQtpr0FfkzTQ","https://api.spotify.com/v1/audio-analysis/49tG0W4vxwEQtpr0FfkzTQ","4","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","253080","TRUE","https://api.spotify.com/v1/tracks/49tG0W4vxwEQtpr0FfkzTQ","FALSE","Kiss It Better",NA,"3","track","spotify:track:49tG0W4vxwEQtpr0FfkzTQ","https://open.spotify.com/track/49tG0W4vxwEQtpr0FfkzTQ","ANTI","D#","minor","D# minor","Rihanna"
"4","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.62","0.537","11","-6.289","1","0.0923","0.0624","0","0.0928","0.54","91.233","5gZsEYaYvyi1sAVyuiXbDm","https://api.spotify.com/v1/audio-analysis/5gZsEYaYvyi1sAVyuiXbDm","4","list(href = c(""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", ""https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4""), id = c(""5pKCCKE2ajJHZ9KAiaK11H"", ""3TVXtAsR1Inumwj472S9r4""), name = c(""Rihanna"", ""Drake""), type = c(""artist"", ""artist""), uri = c(""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", ""spotify:artist:3TVXtAsR1Inumwj472S9r4""), external_urls.spotify = c(""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"", ""https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4""))","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","219320","TRUE","https://api.spotify.com/v1/tracks/5gZsEYaYvyi1sAVyuiXbDm","FALSE","Work",NA,"4","track","spotify:track:5gZsEYaYvyi1sAVyuiXbDm","https://open.spotify.com/track/5gZsEYaYvyi1sAVyuiXbDm","ANTI","B","major","B major","Rihanna"
"5","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.674","0.613","3","-5.207","1","0.0458","0.341","0","0.0986","0.304","94.357","6ELYUjIai7bjtyUocOLCRE","https://api.spotify.com/v1/audio-analysis/6ELYUjIai7bjtyUocOLCRE","3","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","186466","FALSE","https://api.spotify.com/v1/tracks/6ELYUjIai7bjtyUocOLCRE","FALSE","Desperado",NA,"5","track","spotify:track:6ELYUjIai7bjtyUocOLCRE","https://open.spotify.com/track/6ELYUjIai7bjtyUocOLCRE","ANTI","D#","major","D# major","Rihanna"
"6","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.42","0.47","9","-5.24","1","0.0332","0.0495","0.00332","0.316","0.205","114.998","3ueQAPksJqgen3LYyAVVgw","https://api.spotify.com/v1/audio-analysis/3ueQAPksJqgen3LYyAVVgw","4","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","235586","TRUE","https://api.spotify.com/v1/tracks/3ueQAPksJqgen3LYyAVVgw","FALSE","Woo",NA,"6","track","spotify:track:3ueQAPksJqgen3LYyAVVgw","https://open.spotify.com/track/3ueQAPksJqgen3LYyAVVgw","ANTI","A","major","A major","Rihanna"
"7","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.683","0.319","5","-8.1","0","0.259","0.114","0","0.0849","0.285","110.867","4NlnpZPi5Z3r1uuyRglUhO","https://api.spotify.com/v1/audio-analysis/4NlnpZPi5Z3r1uuyRglUhO","4","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","191600","TRUE","https://api.spotify.com/v1/tracks/4NlnpZPi5Z3r1uuyRglUhO","FALSE","Needed Me",NA,"7","track","spotify:track:4NlnpZPi5Z3r1uuyRglUhO","https://open.spotify.com/track/4NlnpZPi5Z3r1uuyRglUhO","ANTI","F","minor","F minor","Rihanna"
"8","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.563","0.39","4","-8.089","0","0.152","0.449","2.42e-06","0.314","0.226","128.096","1q35smJsSPtVl4aoc72wYN","https://api.spotify.com/v1/audio-analysis/1q35smJsSPtVl4aoc72wYN","4","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","133080","TRUE","https://api.spotify.com/v1/tracks/1q35smJsSPtVl4aoc72wYN","FALSE","Yeah, I Said It",NA,"8","track","spotify:track:1q35smJsSPtVl4aoc72wYN","https://open.spotify.com/track/1q35smJsSPtVl4aoc72wYN","ANTI","E","minor","E minor","Rihanna"
"9","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.452","0.784","8","-5.43","1","0.0432","0.225","0.00111","0.0723","0.519","151.364","39hkTmV9qe7lB2PTA0KVbk","https://api.spotify.com/v1/audio-analysis/39hkTmV9qe7lB2PTA0KVbk","4","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","397093","FALSE","https://api.spotify.com/v1/tracks/39hkTmV9qe7lB2PTA0KVbk","FALSE","Same Ol’ Mistakes",NA,"9","track","spotify:track:39hkTmV9qe7lB2PTA0KVbk","https://open.spotify.com/track/39hkTmV9qe7lB2PTA0KVbk","ANTI","G#","major","G# major","Rihanna"
"10","Rihanna","5pKCCKE2ajJHZ9KAiaK11H","48i37aZTC1prDr4EcpQeEa","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/1bbe7279e8f79003dab17a4e0368f83c4b5be61e"", ""https://i.scdn.co/image/fe63e51ddf04bbe9fb6555f07d4088898e67f390"", ""https://i.scdn.co/image/c642e73f34caafc97cc2098cacf60df938a0840a""), width = c(640, 300, 64))","2016-01-28","2016","day","0.557","0.391","10","-9.059","1","0.0277","0.732","3.15e-05","0.188","0.604","81.129","7DJmn7YiwwpU2QTwycq6Lt","https://api.spotify.com/v1/audio-analysis/7DJmn7YiwwpU2QTwycq6Lt","4","list(href = ""https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H"", id = ""5pKCCKE2ajJHZ9KAiaK11H"", name = ""Rihanna"", type = ""artist"", uri = ""spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"", external_urls.spotify = ""https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","202506","FALSE","https://api.spotify.com/v1/tracks/7DJmn7YiwwpU2QTwycq6Lt","FALSE","Never Ending",NA,"10","track","spotify:track:7DJmn7YiwwpU2QTwycq6Lt","https://open.spotify.com/track/7DJmn7YiwwpU2QTwycq6Lt","ANTI","A#","major","A# major","Rihanna"
